hour_of_day,day_of_week,month,holiday,weekday,summertime,temp,dew,humidity,precip,snowdepth,windspeed,cloudcover,visibility,increase_stock,high_demand_percentage
7,6,4,0,0,1,0.5995525727069351,0.7845433255269321,0.8158019990480723,0.0,0.0,0.6415525114155252,1.0,1.0,low_bike_demand,0.0
14,5,10,0,0,1,0.7628635346756152,0.8196721311475409,0.5229652546406472,0.0,0.0,0.497716894977169,0.813,1.0,high_bike_demand,1.0
11,6,8,0,0,1,0.8568232662192392,0.9648711943793911,0.6256544502617801,0.0,0.0,0.5,0.7929999999999999,1.0,high_bike_demand,1.0
15,0,8,0,1,1,0.948545861297539,0.9976580796252925,0.5146358876725369,0.0,0.0,0.3835616438356165,0.8290000000000001,1.0,high_bike_demand,1.0
1,5,8,0,0,1,0.7561521252796419,0.8969555035128804,0.6971680152308424,0.0,0.0,0.2808219178082192,0.988,1.0,low_bike_demand,0.0
17,2,3,0,1,1,0.44071588366890374,0.14519906323185008,0.03593526891956213,0.0,0.0,0.7945205479452054,0.0,1.0,high_bike_demand,1.0
17,3,4,0,1,1,0.4630872483221476,0.6510538641686181,0.833174678724417,0.007885276951026246,0.0,0.4611872146118722,0.996,0.8805031446540881,low_bike_demand,0.0
21,3,10,0,1,1,0.5771812080536912,0.7634660421545666,0.8280580675868634,0.018437632870781956,0.0,0.408675799086758,1.0,0.9937106918238994,low_bike_demand,0.0
0,0,8,0,1,1,0.7941834451901566,0.9976580796252925,0.8554259876249405,0.0,0.0,0.20547945205479454,0.612,0.9874213836477987,low_bike_demand,0.0
6,3,4,0,1,1,0.6487695749440715,0.7962529274004684,0.7166825321275582,0.0,0.0,0.1278538812785388,0.7929999999999999,1.0,low_bike_demand,0.0
4,5,8,0,0,1,0.7583892617449663,0.9672131147540982,0.869466920514041,0.0,0.0,0.16210045662100456,0.8909999999999999,0.5408805031446541,low_bike_demand,0.0
13,0,4,0,1,1,0.5369127516778524,0.41217798594847765,0.21858638743455494,0.0,0.0,0.452054794520548,0.466,1.0,low_bike_demand,0.0
23,0,11,0,1,0,0.44071588366890374,0.5831381733021077,0.7094240837696334,0.0,0.0,0.10958904109589042,0.0,1.0,low_bike_demand,0.0
18,0,12,0,1,0,0.41387024608501116,0.4543325526932084,0.475130890052356,0.0,0.0,0.2990867579908676,0.446,1.0,low_bike_demand,0.0
9,1,9,0,1,1,0.7002237136465324,0.8641686182669789,0.7611851499286053,0.0,0.0,0.11872146118721462,0.354,1.0,low_bike_demand,0.0
1,1,2,0,1,0,0.25279642058165547,0.36533957845433246,0.6396953831508805,0.0,0.0,0.26940639269406397,0.244,1.0,low_bike_demand,0.0
2,2,7,0,1,1,0.7427293064876958,0.8735362997658078,0.6749167063303187,0.0,0.0,0.2648401826484018,0.68,1.0,low_bike_demand,0.0
18,6,4,0,0,1,0.4899328859060402,0.3138173302107728,0.15266539742979532,0.0,0.0,0.26940639269406397,0.45399999999999996,1.0,high_bike_demand,1.0
7,3,12,0,1,0,0.20581655480984337,0.2950819672131147,0.5777010947168015,0.0,0.0,0.10958904109589042,0.446,1.0,low_bike_demand,0.0
8,4,4,0,1,1,0.49888143176733774,0.414519906323185,0.26701570680628267,0.0,0.0,0.4200913242009132,0.998,1.0,high_bike_demand,1.0
11,6,12,0,0,0,0.29977628635346754,0.45667447306791564,0.7588053307948596,0.0,0.0,0.5022831050228311,0.9109999999999999,1.0,low_bike_demand,0.0
17,3,2,0,1,0,0.20134228187919462,0.36299765807962525,0.7829604950023799,0.0,0.05514157973174367,0.408675799086758,1.0,1.0,low_bike_demand,0.0
11,0,3,0,1,1,0.41163310961968674,0.35128805620608894,0.2943836268443598,0.0,0.0,0.5684931506849316,0.244,1.0,low_bike_demand,0.0
7,5,10,0,0,1,0.3713646532438479,0.569086651053864,0.8770823417420276,0.0,0.0,0.0,0.462,1.0,low_bike_demand,0.0
20,6,4,0,0,1,0.563758389261745,0.730679156908665,0.7720133269871491,0.0,0.0,0.632420091324201,1.0,1.0,low_bike_demand,0.0
22,6,8,0,0,1,0.8389261744966442,0.9648711943793911,0.6611137553545929,0.0,0.0,0.363013698630137,0.446,1.0,low_bike_demand,0.0
16,0,5,0,1,1,0.5257270693512304,0.43091334894613575,0.2541646834840552,0.0,0.0,0.680365296803653,0.861,1.0,low_bike_demand,0.0
5,2,10,0,1,1,0.5749440715883669,0.7962529274004684,0.9293193717277487,0.0,0.0,0.45890410958904115,1.0,0.6163522012578617,low_bike_demand,0.0
20,3,3,0,1,1,0.44966442953020136,0.6510538641686181,0.8773203236554021,0.0,0.0,0.2876712328767123,1.0,0.289308176100629,low_bike_demand,0.0
4,3,2,0,1,0,0.2885906040268456,0.3278688524590163,0.4684673964778676,0.0,0.0,0.452054794520548,0.945,1.0,low_bike_demand,0.0
16,3,12,0,1,0,0.34004474272930646,0.2880562060889929,0.30283198476915746,0.0,0.0,0.21232876712328771,0.9740000000000001,1.0,low_bike_demand,0.0
8,0,6,1,1,1,0.6017897091722595,0.5526932084309133,0.3273441218467396,0.0,0.0,0.009132420091324202,0.8390000000000001,1.0,low_bike_demand,0.0
22,3,4,0,1,1,0.5346756152125279,0.6252927400468383,0.5809138505473583,0.0,0.0,0.4041095890410959,0.8909999999999999,1.0,low_bike_demand,0.0
10,5,11,0,0,0,0.4697986577181208,0.6721311475409836,0.8781532603522133,0.0,0.0,0.226027397260274,0.244,0.8301886792452831,low_bike_demand,0.0
12,0,6,1,1,1,0.785234899328859,0.5316159250585479,0.1069728700618753,0.0,0.0,0.41780821917808225,0.5,1.0,high_bike_demand,1.0
22,3,9,0,1,1,0.6733780760626398,0.882903981264637,0.8871965730604474,0.051911406594256124,0.0,0.011415525114155252,0.992,0.8301886792452831,low_bike_demand,0.0
3,0,5,0,1,1,0.6756152125279642,0.6791569086651054,0.41849119466920515,0.0,0.0,0.7168949771689498,0.992,1.0,low_bike_demand,0.0
8,5,4,0,0,1,0.4093959731543623,0.49882903981264626,0.581984769157544,0.0,0.0,0.16894977168949774,0.244,1.0,low_bike_demand,0.0
13,6,2,0,0,0,0.25279642058165547,0.10538641686182665,0.16123274631128032,0.0,0.0,0.363013698630137,0.244,1.0,low_bike_demand,0.0
4,3,8,0,1,1,0.7315436241610739,0.8992974238875877,0.7640409328891005,0.0,0.0,0.28310502283105027,0.7929999999999999,1.0,low_bike_demand,0.0
21,6,6,0,0,1,0.7449664429530201,0.8711943793911007,0.6664683484055212,0.0,0.0,0.408675799086758,0.7929999999999999,1.0,low_bike_demand,0.0
6,0,6,0,1,1,0.7472035794183445,0.8711943793911007,0.6596858638743456,0.0,0.0,0.4885844748858447,0.337,1.0,low_bike_demand,0.0
14,4,1,0,1,0,0.12751677852348992,0.09367681498829035,0.3159209900047596,0.0,0.044709388971684055,0.4041095890410959,0.7929999999999999,1.0,low_bike_demand,0.0
8,6,7,0,0,1,0.8098434004474273,0.9906323185011708,0.7924797715373632,0.0,0.0,0.1278538812785388,0.244,1.0,low_bike_demand,0.0
1,5,3,0,0,0,0.26621923937360176,0.1779859484777517,0.24238457877201328,0.0,0.0,0.5502283105022832,0.0,1.0,low_bike_demand,0.0
9,1,5,0,1,1,0.7136465324384786,0.8594847775175644,0.7085911470728224,0.0,0.0,0.26027397260273977,0.446,1.0,low_bike_demand,0.0
12,6,6,0,0,1,0.8501118568232662,0.8946135831381733,0.49952403617325075,0.0,0.0,0.5,0.466,1.0,high_bike_demand,1.0
17,5,8,0,0,1,0.8255033557046979,0.9391100702576111,0.6402903379343169,0.0,0.0,0.36073059360730597,0.612,1.0,high_bike_demand,1.0
18,2,5,0,1,1,0.6845637583892618,0.6510538641686181,0.356853879105188,0.0,0.0,0.4611872146118722,0.847,1.0,high_bike_demand,1.0
6,4,8,0,1,1,0.6800894854586129,0.8688524590163933,0.8265111851499286,0.0,0.0,0.11872146118721462,0.0,1.0,low_bike_demand,0.0
22,6,11,0,0,0,0.5011185682326621,0.6510538641686181,0.7307234650166587,0.0,0.0,0.01598173515981735,0.988,1.0,low_bike_demand,0.0
2,3,5,0,1,1,0.5480984340044742,0.7049180327868851,0.7477391718229414,0.0,0.0,0.15296803652968038,0.446,1.0,low_bike_demand,0.0
16,2,3,0,1,0,0.5503355704697986,0.2622950819672131,0.052712993812470264,0.0,0.0,0.2579908675799087,0.0,1.0,low_bike_demand,0.0
16,5,5,0,0,1,0.9463087248322148,0.8711943793911007,0.31806282722513085,0.0,0.0,0.3744292237442922,0.446,1.0,high_bike_demand,1.0
19,5,7,0,0,1,0.8836689038031319,0.9039812646370021,0.4590671108995716,0.0,0.0,0.19863013698630136,0.493,1.0,high_bike_demand,1.0
16,4,11,0,1,0,0.563758389261745,0.6252927400468383,0.5233222275107091,0.0,0.0,0.15753424657534248,0.992,1.0,high_bike_demand,1.0
7,3,10,0,1,1,0.6219239373601788,0.8009367681498829,0.80140409328891,0.0,0.0,0.2031963470319635,1.0,1.0,low_bike_demand,0.0
2,2,11,0,1,0,0.37583892617449666,0.5316159250585479,0.75130890052356,0.0,0.0,0.29223744292237447,0.973,1.0,low_bike_demand,0.0
14,1,12,0,1,0,0.32662192393736017,0.1569086651053864,0.14052831984769157,0.0,0.0,0.6187214611872147,0.244,1.0,low_bike_demand,0.0
18,1,8,0,1,1,0.8299776286353467,0.8641686182669789,0.4807234650166587,0.0,0.0,0.8538812785388128,0.982,1.0,low_bike_demand,0.0
21,6,3,0,0,1,0.5436241610738254,0.46838407494145196,0.2847453593526892,0.0,0.0,0.12328767123287673,0.244,1.0,low_bike_demand,0.0
8,3,9,0,1,1,0.7472035794183445,0.9765807962529274,0.936815801999048,0.0022418924664682465,0.0,0.3127853881278539,1.0,0.3836477987421384,low_bike_demand,0.0
1,3,11,1,1,0,0.27069351230425054,0.33723653395784536,0.5274869109947643,0.0,0.0,0.16894977168949774,0.7929999999999999,1.0,low_bike_demand,0.0
20,1,11,0,1,0,0.3512304250559284,0.31147540983606553,0.32579723940980476,0.0,0.0,0.7214611872146119,0.45399999999999996,1.0,low_bike_demand,0.0
22,0,1,0,1,0,0.2729306487695749,0.40281030444964866,0.6890766301761067,0.0,0.0,0.009132420091324202,0.7929999999999999,1.0,low_bike_demand,0.0
2,1,6,0,1,1,0.7203579418344519,0.9250585480093676,0.8632793907663018,0.0,0.0,0.16210045662100456,0.8029999999999999,1.0,low_bike_demand,0.0
17,4,3,0,1,1,0.41163310961968674,0.5995316159250584,0.8461446930033317,0.01859224614433149,0.0,0.17123287671232879,1.0,0.9874213836477987,low_bike_demand,0.0
8,0,1,0,1,0,0.20134228187919462,0.2084309133489461,0.3962398857686815,0.005334157937458932,0.038748137108792845,0.3036529680365297,0.7929999999999999,1.0,low_bike_demand,0.0
19,2,10,0,1,1,0.6711409395973154,0.8477751756440282,0.7937886720609234,0.0,0.0,0.16666666666666669,0.813,1.0,high_bike_demand,1.0
5,5,4,0,0,1,0.48322147651006714,0.6088992974238876,0.6689671584959541,0.0,0.0,0.11187214611872148,0.45399999999999996,1.0,low_bike_demand,0.0
4,5,11,0,0,0,0.407158836689038,0.6112412177985947,0.8951689671584959,0.0,0.0,0.009132420091324202,0.0,0.8050314465408805,low_bike_demand,0.0
3,1,1,0,1,0,0.3131991051454138,0.48009367681498827,0.7941456449309853,0.0,0.0,0.15296803652968038,0.988,1.0,low_bike_demand,0.0
20,6,5,0,0,1,0.563758389261745,0.4918032786885246,0.2918848167539267,0.0,0.0,0.3584474885844749,0.244,1.0,low_bike_demand,0.0
4,3,12,0,1,0,0.2639821029082774,0.3817330210772833,0.6508805330794859,0.011595995516215067,0.044709388971684055,0.24429223744292236,1.0,1.0,low_bike_demand,0.0
3,4,4,0,1,1,0.49888143176733774,0.6393442622950819,0.7077582103760114,0.007344130493602876,0.0,0.271689497716895,0.9640000000000001,1.0,low_bike_demand,0.0
2,6,4,0,0,1,0.36912751677852346,0.4285714285714285,0.5140409328891004,0.0,0.0,0.0,0.8909999999999999,1.0,low_bike_demand,0.0
0,6,4,0,0,1,0.6196868008948546,0.822014051522248,0.865421227986673,0.0,0.0,0.12557077625570778,0.929,0.9937106918238994,low_bike_demand,0.0
9,5,3,0,0,0,0.2885906040268456,0.3395784543325526,0.4932175154688243,0.0,0.0,0.8721461187214613,1.0,1.0,low_bike_demand,0.0
14,1,11,0,1,0,0.4250559284116331,0.49648711943793905,0.5364112327463112,0.0,0.0,0.2534246575342466,0.981,1.0,low_bike_demand,0.0
13,4,3,0,1,0,0.6152125279642058,0.7002341920374706,0.5766301761066158,0.0,0.0,0.47031963470319643,0.938,1.0,low_bike_demand,0.0
11,6,3,0,0,1,0.5123042505592841,0.4473067915690866,0.29640647310804374,0.0,0.0,0.6164383561643836,0.875,1.0,high_bike_demand,1.0
7,4,8,0,1,1,0.6823266219239373,0.8805620608899295,0.8529271775345074,0.0,0.0,0.19863013698630136,0.244,1.0,low_bike_demand,0.0
17,4,7,0,1,1,0.7382550335570469,0.9414519906323185,0.8649452641599239,0.0003092265470990685,0.0,0.6095890410958904,0.961,0.24528301886792453,low_bike_demand,0.0
7,5,5,0,0,1,0.6621923937360179,0.8313817330210772,0.7737981913374583,0.0,0.0,0.2397260273972603,0.622,1.0,low_bike_demand,0.0
7,6,10,0,0,1,0.6219239373601788,0.8337236533957844,0.8929081389814374,0.0,0.0,0.15296803652968038,0.893,1.0,low_bike_demand,0.0
16,2,1,1,1,0,0.3512304250559284,0.24590163934426224,0.22536887196573055,0.0,0.0,0.723744292237443,0.858,1.0,low_bike_demand,0.0
4,6,1,0,0,0,0.26621923937360176,0.3138173302107728,0.4826273203236553,0.0,0.0,0.4155251141552512,0.244,1.0,low_bike_demand,0.0
11,5,4,0,0,1,0.5212527964205815,0.7189695550351287,0.856853879105188,0.0,0.0,0.12557077625570778,1.0,1.0,high_bike_demand,1.0
13,1,9,0,1,1,0.7606263982102908,0.9250585480093676,0.7610661589719181,0.0,0.0,0.2100456621004566,0.598,1.0,low_bike_demand,0.0
6,0,4,1,1,1,0.523489932885906,0.6252927400468383,0.6106615897191813,0.0,0.0,0.317351598173516,0.893,1.0,low_bike_demand,0.0
17,5,12,0,0,0,0.37807606263982096,0.3395784543325526,0.32960495002379814,0.0,0.0,0.7534246575342466,0.897,1.0,low_bike_demand,0.0
21,2,9,0,1,1,0.6689038031319909,0.6955503512880561,0.4589481199428843,0.0,0.0,0.2785388127853881,0.7929999999999999,1.0,low_bike_demand,0.0
19,3,5,0,1,1,0.8456375838926173,0.6697892271662762,0.1875297477391718,0.0,0.0,0.32648401826484025,0.446,1.0,high_bike_demand,1.0
9,4,10,0,1,1,0.407158836689038,0.5831381733021077,0.806639695383151,0.0,0.0,0.0022831050228310505,0.253,1.0,low_bike_demand,0.0
17,3,12,0,1,0,0.3914988814317673,0.4918032786885246,0.6088767253688718,0.0,0.0,0.3881278538812786,0.992,1.0,low_bike_demand,0.0
3,3,1,0,1,0,0.2885906040268456,0.3536299765807962,0.5241551642075202,0.0,0.0,0.7100456621004567,0.865,1.0,low_bike_demand,0.0
14,2,4,0,1,1,0.814317673378076,0.765807962529274,0.3463826749167063,0.0,0.0,0.3447488584474886,0.8290000000000001,1.0,high_bike_demand,1.0
0,0,11,0,1,0,0.4630872483221476,0.6791569086651054,0.9252736792003807,0.0,0.0,0.009132420091324202,0.495,0.9748427672955975,low_bike_demand,0.0
1,4,11,0,1,0,0.43847874720357943,0.5667447306791569,0.672893860066635,0.0,0.0,0.24429223744292236,1.0,1.0,low_bike_demand,0.0
10,5,6,0,0,1,0.785234899328859,0.8992974238875877,0.6423131841980009,0.0,0.0,0.11872146118721462,0.868,1.0,low_bike_demand,0.0
13,5,9,0,0,1,0.7002237136465324,0.8103044496487117,0.6292241789623988,0.0,0.0,0.36986301369863017,0.635,1.0,high_bike_demand,1.0
21,0,4,0,1,1,0.4720357941834452,0.3817330210772833,0.2564255116611137,0.0,0.0,0.591324200913242,0.46399999999999997,1.0,low_bike_demand,0.0
13,6,11,0,0,0,0.4697986577181208,0.43091334894613575,0.3346025702046644,0.0,0.0,0.2557077625570776,0.244,1.0,high_bike_demand,1.0
7,3,9,0,1,1,0.7472035794183445,0.9765807962529274,0.9370537839124226,0.001391519461945808,0.0,0.28310502283105027,0.762,0.6855345911949685,low_bike_demand,0.0
